"SIZE"	"ES"	"NES"	"NOM P-VAL"	"FDR Q-VAL"	"FWER P-VAL"	"RANK AT MAX"	"LEADING EDGE"	"TERM"	"SOURCE"	"GOID"
84	-0.5861794	-2.0066395	0	0.0002506632	0.039	3655	"tags=46%, list=24%, signal=61%"	"TELOMERE ORGANIZATION"	"GOBP"	"GO:0032200"
43	-0.5860989	-1.761165	0.0035211267	0.007880122	0.912	1923	"tags=40%, list=13%, signal=45%"	"PID_FANCONI_PATHWAY"	"MSIGDB_C2"	"PID_FANCONI_PATHWAY"
19	-0.58525604	-1.4699757	0.043814432	0.08473805	1	3341	"tags=37%, list=22%, signal=47%"	"HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA"
19	-0.58525604	-1.4428904	0.05464481	0.098379634	1	3341	"tags=37%, list=22%, signal=47%"	"PID_HIF1A_PATHWAY"	"MSIGDB_C2"	"PID_HIF1A_PATHWAY"
106	-0.58504504	-2.059106	0	0.00010296234	0.014	3348	"tags=48%, list=22%, signal=61%"	"DNA PACKAGING"	"GOBP"	"GO:0006323"
26	-0.58501214	-1.5809382	0.024390243	0.040496636	1	5409	"tags=85%, list=36%, signal=131%"	"TRICARBOXYLIC ACID CYCLE"	"GOBP"	"GO:0006099"
15	-0.5849591	-1.3352226	0.13868614	0.16497296	1	1384	"tags=20%, list=9%, signal=22%"	"NUCLEOBASE BIOSYNTHESIS"	"REACTOME DATABASE ID RELEASE 60"	"8956320"
103	-0.5849221	-2.0593832	0	9.605368e-05	0.013	2988	"tags=49%, list=20%, signal=60%"	"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0002223"
104	-0.5848019	-2.0958216	0	6.4193686e-05	0.008	2988	"tags=48%, list=20%, signal=59%"	"INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0002220"
45	-0.5844826	-1.851325	0	0.0025655623	0.468	3127	"tags=42%, list=21%, signal=53%"	"RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE"	"REACTOME DATABASE ID RELEASE 60"	"76042"
45	-0.5844826	-1.807764	0.0033898305	0.004544216	0.702	3127	"tags=42%, list=21%, signal=53%"	"RNA POLYMERASE II TRANSCRIPTION PRE-INITIATION AND PROMOTER OPENING"	"REACTOME DATABASE ID RELEASE 60"	"73779"
45	-0.5844826	-1.8004181	0	0.005007341	0.74	3127	"tags=42%, list=21%, signal=53%"	"HIV TRANSCRIPTION INITIATION"	"REACTOME"	"R-HSA-167161.2"
45	-0.5844826	-1.7900698	0	0.005729876	0.796	3127	"tags=42%, list=21%, signal=53%"	"RNA POLYMERASE II PROMOTER ESCAPE"	"REACTOME DATABASE ID RELEASE 60"	"73776"
45	-0.5844826	-1.7896873	0	0.005737371	0.799	3127	"tags=42%, list=21%, signal=53%"	"RNA POLYMERASE II TRANSCRIPTION INITIATION"	"REACTOME DATABASE ID RELEASE 60"	"75953"
45	-0.5844826	-1.7814568	0	0.0063978815	0.841	3127	"tags=42%, list=21%, signal=53%"	"RNA POLYMERASE II HIV PROMOTER ESCAPE"	"REACTOME"	"R-HSA-167162.2"
36	-0.5844532	-1.6819268	0.0067340066	0.01764863	0.998	2140	"tags=39%, list=14%, signal=45%"	"REGULATION OF CELL KILLING"	"GOBP"	"GO:0031341"
20	-0.5842687	-1.4433154	0.04034582	0.098202474	1	2309	"tags=45%, list=15%, signal=53%"	"BIOCARTA_CSK_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_CSK_PATHWAY"
15	-0.58381665	-1.3864189	0.094527364	0.13079187	1	1680	"tags=40%, list=11%, signal=45%"	"MITOCHONDRIAL ELECTRON TRANSPORT, CYTOCHROME C TO OXYGEN"	"GOBP"	"GO:0006123"
36	-0.5831548	-1.70532	0	0.014252549	0.992	4927	"tags=50%, list=32%, signal=74%"	"PURINE NUCLEOSIDE METABOLIC PROCESS"	"GOBP"	"GO:0042278"
43	-0.58274287	-1.7935957	0	0.0054758056	0.774	5479	"tags=70%, list=36%, signal=109%"	"CONDENSATION OF PROPHASE CHROMOSOMES"	"REACTOME"	"R-HSA-2299718.1"
48	-0.5826105	-1.7833595	0.003875969	0.0063004256	0.834	2167	"tags=31%, list=14%, signal=36%"	"POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY"	"GOBP"	"GO:0002705"
62	-0.5825266	-1.8903689	0	0.0014279007	0.272	3240	"tags=50%, list=21%, signal=63%"	"COSTIMULATION BY THE CD28 FAMILY"	"REACTOME"	"R-HSA-388841.2"
16	-0.58208466	-1.4192202	0.072386056	0.1112754	1	3841	"tags=50%, list=25%, signal=67%"	"RELEASE OF CYTOCHROME C FROM MITOCHONDRIA"	"GOBP"	"GO:0001836"
15	-0.58186084	-1.3733791	0.11340206	0.13923852	1	3555	"tags=67%, list=23%, signal=87%"	"REGULATION OF INTERLEUKIN-17 PRODUCTION"	"GOBP"	"GO:0032660"
29	-0.5810272	-1.6323284	0.0147929	0.027417414	1	1714	"tags=41%, list=11%, signal=47%"	"PID_IL12_STAT4_PATHWAY"	"MSIGDB_C2"	"PID_IL12_STAT4_PATHWAY"
83	-0.5802959	-2.0087934	0	0.00023461391	0.036	3319	"tags=48%, list=22%, signal=61%"	"CHROMATIN ASSEMBLY"	"GOBP"	"GO:0031497"
18	-0.5802168	-1.4562947	0.074074075	0.09163954	1	2945	"tags=33%, list=19%, signal=41%"	"MTORC1-MEDIATED SIGNALLING"	"REACTOME"	"R-HSA-166208.2"
34	-0.58012927	-1.6796291	0.00949367	0.018046014	0.998	5479	"tags=74%, list=36%, signal=115%"	"RNA POLYMERASE I PROMOTER OPENING"	"REACTOME DATABASE ID RELEASE 60"	"73728"
57	-0.57997394	-1.8610176	0	0.0022422913	0.421	1474	"tags=42%, list=10%, signal=46%"	"T CELL COSTIMULATION"	"GOBP"	"GO:0031295"
54	-0.57995	-1.8509938	0	0.0025707933	0.468	4293	"tags=54%, list=28%, signal=75%"	"TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT"	"REACTOME"	"R-HSA-159236.3"
19	-0.57970256	-1.4359465	0.06982543	0.10182718	1	2772	"tags=47%, list=18%, signal=58%"	"REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION"	"GOBP"	"GO:0010569"
171	-0.5796906	-2.170916	0	9.306419e-06	0.001	3791	"tags=45%, list=25%, signal=59%"	"MRNA SPLICING"	"REACTOME DATABASE ID RELEASE 60"	"72172"
42	-0.5796522	-1.7653644	0	0.0076116067	0.898	4408	"tags=52%, list=29%, signal=74%"	"TRNA AMINOACYLATION"	"REACTOME DATABASE ID RELEASE 60"	"379724"
163	-0.5790559	-2.2193537	0	9.935231e-06	0.001	3791	"tags=45%, list=25%, signal=59%"	"PRE-MRNA SPLICING"	"REACTOME DATABASE ID RELEASE 60"	"72163"
44	-0.5790349	-1.7370076	0	0.010297169	0.97	4193	"tags=59%, list=28%, signal=81%"	"MATURATION OF SSU-RRNA"	"GOBP"	"GO:0030490"
28	-0.5790032	-1.5820485	0.011204482	0.04041069	1	4293	"tags=57%, list=28%, signal=79%"	"NUCLEAR IMPORT OF REV PROTEIN"	"REACTOME"	"R-HSA-180746.1"
77	-0.57896686	-1.9780012	0	0.00032446923	0.056	3042	"tags=42%, list=20%, signal=52%"	"TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)"	"REACTOME"	"R-HSA-6781827.1"
19	-0.57891047	-1.4306345	0.062337663	0.1044526	1	2203	"tags=32%, list=14%, signal=37%"	"POSITIVE REGULATION OF TRANSLATIONAL INITIATION"	"GOBP"	"GO:0045948"
18	-0.57887465	-1.4377202	0.06361323	0.10086945	1	2822	"tags=50%, list=19%, signal=61%"	"TETRAPYRROLE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0033014"
21	-0.5787604	-1.4759974	0.03206997	0.081995904	1	2852	"tags=38%, list=19%, signal=47%"	"MITOCHONDRIAL TRNA AMINOACYLATION"	"REACTOME DATABASE ID RELEASE 60"	"379726"
28	-0.578629	-1.5941834	0.009118541	0.036942482	1	3127	"tags=39%, list=21%, signal=49%"	"RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 1 PROMOTER"	"REACTOME"	"R-HSA-76061.2"
15	-0.5778371	-1.3448932	0.12171838	0.15863451	1	3158	"tags=33%, list=21%, signal=42%"	"TRNA METHYLATION"	"GOBP"	"GO:0030488"
59	-0.5778257	-1.8775829	0	0.0017843632	0.338	5150	"tags=73%, list=34%, signal=110%"	"HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)"	"REACTOME"	"R-HSA-5685942.1"
28	-0.5776956	-1.604468	0.02208202	0.034096356	1	1531	"tags=50%, list=10%, signal=55%"	"REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS"	"GOBP"	"GO:0070228"
58	-0.5776844	-1.8632832	0	0.0022018114	0.414	1474	"tags=41%, list=10%, signal=46%"	"LYMPHOCYTE COSTIMULATION"	"GOBP"	"GO:0031294"
26	-0.5773173	-1.5502949	0.009584664	0.049705863	1	3463	"tags=42%, list=23%, signal=55%"	"NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS"	"GOBP"	"GO:0002832"
21	-0.5772144	-1.4717069	0.05221932	0.083780676	1	3029	"tags=43%, list=20%, signal=53%"	"PID_IL27_PATHWAY"	"MSIGDB_C2"	"PID_IL27_PATHWAY"
21	-0.5772144	-1.4441314	0.059945505	0.09781784	1	3029	"tags=43%, list=20%, signal=53%"	"IL27-MEDIATED SIGNALING EVENTS"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"IL27-MEDIATED SIGNALING EVENTS"
45	-0.5771134	-1.792706	0	0.005539909	0.78	2619	"tags=49%, list=17%, signal=59%"	"RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009156"
96	-0.5767487	-1.994998	0	0.0002647121	0.043	3379	"tags=53%, list=22%, signal=68%"	"REGULATION OF CELL CYCLE G2/M PHASE TRANSITION"	"GOBP"	"GO:1902749"
17	-0.57664686	-1.3972307	0.0802005	0.123638675	1	2813	"tags=47%, list=18%, signal=58%"	"AROMATIC AMINO ACID FAMILY CATABOLIC PROCESS"	"GOBP"	"GO:0009074"
38	-0.57663685	-1.698436	0.0068728523	0.015205782	0.995	4293	"tags=58%, list=28%, signal=80%"	"VIRAL MESSENGER RNA SYNTHESIS"	"REACTOME DATABASE ID RELEASE 60"	"168325"
90	-0.57662773	-2.0553012	0	0.00010144818	0.014	3337	"tags=53%, list=22%, signal=68%"	"REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE"	"GOBP"	"GO:0010389"
128	-0.5765447	-2.131544	0	3.404347e-05	0.004	4444	"tags=55%, list=29%, signal=78%"	"TRNA METABOLIC PROCESS"	"GOBP"	"GO:0006399"
24	-0.5765242	-1.5283185	0.02247191	0.057918295	1	2309	"tags=42%, list=15%, signal=49%"	"ANTIMICROBIAL PEPTIDES"	"REACTOME DATABASE ID RELEASE 60"	"6803157"
70	-0.57645607	-1.9086148	0	0.0010987214	0.207	4337	"tags=57%, list=29%, signal=80%"	"TRANSCRIPTIONAL REGULATION BY SMALL RNAS"	"REACTOME"	"R-HSA-5578749.3"
31	-0.5763227	-1.6266351	0.0064102565	0.028538242	1	4293	"tags=58%, list=28%, signal=81%"	"TRNA EXPORT FROM NUCLEUS"	"GOBP"	"GO:0006409"
31	-0.5763227	-1.5763458	0.025889968	0.041717444	1	4293	"tags=58%, list=28%, signal=81%"	"TRNA-CONTAINING RIBONUCLEOPROTEIN COMPLEX EXPORT FROM NUCLEUS"	"GOBP"	"GO:0071431"
40	-0.5760697	-1.7402792	0.0069204154	0.0099602165	0.96	3345	"tags=43%, list=22%, signal=54%"	"APOPTOTIC MITOCHONDRIAL CHANGES"	"GOBP"	"GO:0008637"
66	-0.5760574	-1.92373	0	0.00086738553	0.162	2857	"tags=38%, list=19%, signal=46%"	"CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA"	"REACTOME DATABASE ID RELEASE 60"	"1834949"
34	-0.5759628	-1.6340363	0.0036363637	0.027024817	1	4927	"tags=50%, list=32%, signal=74%"	"PURINE RIBONUCLEOSIDE METABOLIC PROCESS"	"GOBP"	"GO:0046128"
22	-0.5758224	-1.4605821	0.057894737	0.089748174	1	2055	"tags=36%, list=14%, signal=42%"	"POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS"	"GOBP"	"GO:0002833"
34	-0.5754196	-1.6462568	0	0.024256296	1	4293	"tags=56%, list=28%, signal=78%"	"NS1 MEDIATED EFFECTS ON HOST PATHWAYS"	"REACTOME DATABASE ID RELEASE 60"	"168276"
17	-0.57464933	-1.3870865	0.10050251	0.13032426	1	2314	"tags=29%, list=15%, signal=35%"	"NECROPTOTIC PROCESS"	"GOBP"	"GO:0070266"
175	-0.5745591	-2.230596	0	1.0140788e-05	0.001	3337	"tags=40%, list=22%, signal=51%"	"UB-SPECIFIC PROCESSING PROTEASES"	"REACTOME DATABASE ID RELEASE 60"	"5689880"
132	-0.57447344	-2.140412	0	1.7710325e-05	0.002	2195	"tags=39%, list=14%, signal=45%"	"DEFENSE RESPONSE TO OTHER ORGANISM"	"GOBP"	"GO:0098542"
65	-0.574416	-1.9039851	0	0.0011757493	0.221	1616	"tags=38%, list=11%, signal=43%"	"REGULATION OF RAS BY GAPS"	"REACTOME DATABASE ID RELEASE 60"	"5658442"
30	-0.57419515	-1.5951085	0.009202454	0.03671596	1	3152	"tags=43%, list=21%, signal=55%"	"BIOCARTA_FAS_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_FAS_PATHWAY"
133	-0.57399863	-2.1204731	0	4.1813113e-05	0.005	3573	"tags=46%, list=23%, signal=59%"	"DNA RECOMBINATION"	"GOBP"	"GO:0006310"
36	-0.5739468	-1.6762003	0.0036630037	0.018553823	0.998	5880	"tags=75%, list=39%, signal=122%"	"ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3"	"REACTOME DATABASE ID RELEASE 60"	"5625886"
33	-0.5736717	-1.6240629	0.0059701493	0.029105023	1	2693	"tags=33%, list=18%, signal=40%"	"RETINA HOMEOSTASIS"	"GOBP"	"GO:0001895"
21	-0.57347786	-1.4720962	0.042613637	0.0836553	1	1691	"tags=43%, list=11%, signal=48%"	"PYRIMIDINE-CONTAINING COMPOUND CATABOLIC PROCESS"	"GOBP"	"GO:0072529"
26	-0.57345474	-1.5629928	0.020289855	0.045400932	1	2788	"tags=42%, list=18%, signal=52%"	"TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY"	"REACTOME DATABASE ID RELEASE 60"	"167243"
26	-0.57345474	-1.5510256	0.011661808	0.049447853	1	2788	"tags=42%, list=18%, signal=52%"	"PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION"	"REACTOME DATABASE ID RELEASE 60"	"167238"
22	-0.5727402	-1.4933674	0.04871795	0.073498785	1	2970	"tags=32%, list=20%, signal=39%"	"SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS"	"GOBP"	"GO:0002200"
16	-0.57229286	-1.3713493	0.111959286	0.14034319	1	2140	"tags=44%, list=14%, signal=51%"	"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION"	"GOBP"	"GO:0043372"
47	-0.57223946	-1.7682639	0	0.0074315555	0.89	2600	"tags=28%, list=17%, signal=33%"	"DEATH RECEPTOR SIGNALLING"	"REACTOME DATABASE ID RELEASE 60"	"73887"
38	-0.57221985	-1.6579314	0.006024096	0.021905877	0.999	4550	"tags=61%, list=30%, signal=86%"	"NUCLEOTIDE-EXCISION REPAIR, DNA INCISION"	"GOBP"	"GO:0033683"
80	-0.57216614	-1.9506016	0	0.00060673285	0.107	2247	"tags=40%, list=15%, signal=47%"	"MAPK6 MAPK4 SIGNALING"	"REACTOME"	"R-HSA-5687128.3"
38	-0.57193935	-1.7110962	0	0.013423775	0.99	4550	"tags=63%, list=30%, signal=90%"	"DNA DAMAGE RECOGNITION IN GG-NER"	"REACTOME"	"R-HSA-5696394.1"
36	-0.5719047	-1.671818	0.010989011	0.019409226	0.999	2140	"tags=36%, list=14%, signal=42%"	"REGULATION OF T CELL MEDIATED IMMUNITY"	"GOBP"	"GO:0002709"
24	-0.57170105	-1.5064771	0.036723163	0.06743413	1	4408	"tags=50%, list=29%, signal=70%"	"CYTOSOLIC TRNA AMINOACYLATION"	"REACTOME"	"R-HSA-379716.1"
19	-0.5714878	-1.4265097	0.067708336	0.10695507	1	4852	"tags=63%, list=32%, signal=93%"	"NCRNA CATABOLIC PROCESS"	"GOBP"	"GO:0034661"
144	-0.57143897	-2.1239283	0	4.254241e-05	0.005	1365	"tags=35%, list=9%, signal=39%"	"RESPONSE TO VIRUS"	"GOBP"	"GO:0009615"
40	-0.57140046	-1.7152169	0	0.013020427	0.988	2140	"tags=33%, list=14%, signal=38%"	"POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY"	"GOBP"	"GO:0002708"
16	-0.5713478	-1.3691232	0.08801956	0.14208543	1	2135	"tags=31%, list=14%, signal=36%"	"LYMPHOCYTE HOMEOSTASIS"	"GOBP"	"GO:0002260"
46	-0.5708577	-1.7753714	0.003533569	0.0067649134	0.861	4408	"tags=52%, list=29%, signal=73%"	"AMINO ACID ACTIVATION"	"GOBP"	"GO:0043038"
46	-0.5708577	-1.758063	0.0039525693	0.0080942	0.917	4408	"tags=52%, list=29%, signal=73%"	"TRNA AMINOACYLATION"	"GOBP"	"GO:0043039"
43	-0.5708166	-1.7145605	0.0032573289	0.013030949	0.988	3279	"tags=49%, list=22%, signal=62%"	"PID_PLK1_PATHWAY"	"MSIGDB_C2"	"PID_PLK1_PATHWAY"
36	-0.5706053	-1.6849827	0.0062695923	0.017261902	0.998	3282	"tags=36%, list=22%, signal=46%"	"RNA POLYMERASE III TRANSCRIPTION INITIATION"	"REACTOME"	"R-HSA-76046.2"
18	-0.5705079	-1.4101299	0.0875	0.11573687	1	4268	"tags=50%, list=28%, signal=69%"	"NEGATIVE REGULATION OF TRANSLATIONAL INITIATION"	"GOBP"	"GO:0045947"
28	-0.57043856	-1.5765413	0.017857144	0.041767184	1	3438	"tags=43%, list=23%, signal=55%"	"RECIPROCAL DNA RECOMBINATION"	"GOBP"	"GO:0035825"
28	-0.57043856	-1.5742323	0.02601156	0.042321354	1	3438	"tags=43%, list=23%, signal=55%"	"RECIPROCAL MEIOTIC RECOMBINATION"	"GOBP"	"GO:0007131"
38	-0.5700871	-1.6832232	0.010714286	0.017549876	0.998	5059	"tags=74%, list=33%, signal=110%"	"HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE"	"REACTOME DATABASE ID RELEASE 60"	"5693579"
18	-0.57006925	-1.4172306	0.085365854	0.11251888	1	2813	"tags=44%, list=18%, signal=54%"	"AROMATIC AMINO ACID FAMILY METABOLIC PROCESS"	"GOBP"	"GO:0009072"
15	-0.5700413	-1.3912934	0.10526316	0.12726356	1	488	"tags=27%, list=3%, signal=28%"	"REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS"	"GOBP"	"GO:1903409"
75	-0.56968474	-1.9256154	0	0.00085136667	0.157	3669	"tags=43%, list=24%, signal=56%"	"SNRNA METABOLIC PROCESS"	"GOBP"	"GO:0016073"
25	-0.56902903	-1.518129	0.027692307	0.062244967	1	4293	"tags=56%, list=28%, signal=78%"	"REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN"	"REACTOME"	"R-HSA-170822.2"
86	-0.5687603	-1.9521652	0	0.00058748625	0.105	1186	"tags=30%, list=8%, signal=33%"	"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II"	"GOBP"	"GO:0019886"
30	-0.5686927	-1.5848148	0.012345679	0.039669685	1	3079	"tags=47%, list=20%, signal=58%"	"AURORA A SIGNALING"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"AURORA A SIGNALING"
30	-0.5686926	-1.5726956	0.022727273	0.04260943	1	3079	"tags=47%, list=20%, signal=58%"	"PID_AURORA_A_PATHWAY"	"MSIGDB_C2"	"PID_AURORA_A_PATHWAY"
44	-0.56854296	-1.7645432	0.0037593986	0.0076307324	0.902	1923	"tags=39%, list=13%, signal=44%"	"FANCONI ANEMIA PATHWAY"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"FANCONI ANEMIA PATHWAY"
50	-0.5684794	-1.7478862	0.0037453184	0.009099533	0.945	3042	"tags=40%, list=20%, signal=50%"	"POSTREPLICATION REPAIR"	"GOBP"	"GO:0006301"
72	-0.5683702	-1.9108895	0	0.0010797544	0.201	3042	"tags=40%, list=20%, signal=50%"	"TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR"	"GOBP"	"GO:0006283"
16	-0.56826544	-1.3385531	0.15176152	0.16316727	1	4286	"tags=50%, list=28%, signal=70%"	"BIOCARTA_RELA_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_RELA_PATHWAY"
39	-0.56821704	-1.6917479	0	0.016296454	0.997	2327	"tags=38%, list=15%, signal=45%"	"REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0034121"
41	-0.5680932	-1.7520438	0	0.008677651	0.937	4908	"tags=66%, list=32%, signal=97%"	"DUAL INCISION IN GG-NER"	"REACTOME"	"R-HSA-5696400.1"
15	-0.5678203	-1.3444283	0.11922141	0.15864454	1	1949	"tags=40%, list=13%, signal=46%"	"LINOLEIC ACID METABOLIC PROCESS"	"GOBP"	"GO:0043651"
150	-0.56763387	-2.1437392	0	8.857917e-06	0.001	2808	"tags=41%, list=18%, signal=50%"	"DNA REPLICATION"	"GOBP"	"GO:0006260"
39	-0.5672003	-1.6834782	0.0066006603	0.017538525	0.998	3655	"tags=46%, list=24%, signal=61%"	"SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION"	"REACTOME DATABASE ID RELEASE 60"	"427359"
87	-0.5671223	-1.9621067	0	0.00049103505	0.086	4337	"tags=55%, list=29%, signal=77%"	"GENE SILENCING BY RNA"	"REACTOME DATABASE ID RELEASE 60"	"211000"
66	-0.56700677	-1.8708417	0	0.0019713906	0.365	3584	"tags=45%, list=24%, signal=59%"	"DNA SYNTHESIS INVOLVED IN DNA REPAIR"	"GOBP"	"GO:0000731"
28	-0.5668623	-1.5585715	0.017045455	0.047105774	1	2788	"tags=39%, list=18%, signal=48%"	"HIV ELONGATION ARREST AND RECOVERY"	"REACTOME DATABASE ID RELEASE 60"	"167287"
28	-0.5668623	-1.5567517	0.025	0.04741854	1	2788	"tags=39%, list=18%, signal=48%"	"PAUSING AND RECOVERY OF HIV ELONGATION"	"REACTOME DATABASE ID RELEASE 60"	"167290"
21	-0.56683594	-1.4678676	0.04519774	0.085768625	1	2510	"tags=29%, list=17%, signal=34%"	"NEF-MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPTERS"	"REACTOME DATABASE ID RELEASE 60"	"164938"
109	-0.5664761	-2.0516882	0	0.00010046325	0.014	1272	"tags=28%, list=8%, signal=30%"	"REGULATION OF VIRAL LIFE CYCLE"	"GOBP"	"GO:1903900"
57	-0.5664196	-1.8162755	0	0.0040742024	0.655	4193	"tags=56%, list=28%, signal=77%"	"RIBOSOMAL SMALL SUBUNIT BIOGENESIS"	"GOBP"	"GO:0042274"
37	-0.5658746	-1.6576966	0.0069204154	0.021844083	0.999	4550	"tags=59%, list=30%, signal=85%"	"NUCLEOTIDE-EXCISION REPAIR, DNA INCISION, 5'-TO LESION"	"GOBP"	"GO:0006296"
24	-0.5658404	-1.4866602	0.054495912	0.077195354	1	3426	"tags=38%, list=23%, signal=48%"	"BIOCARTA_STRESS_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_STRESS_PATHWAY"
16	-0.56562513	-1.3438011	0.120300755	0.15907027	1	4930	"tags=50%, list=32%, signal=74%"	"NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS"	"GOBP"	"GO:0032435"
31	-0.5653503	-1.635814	0.0064935065	0.026574736	1	1236	"tags=23%, list=8%, signal=25%"	"BIOCARTA_DEATH_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_DEATH_PATHWAY"
30	-0.5652172	-1.6339898	0.006116208	0.026990185	1	2338	"tags=43%, list=15%, signal=51%"	"CELLULAR METABOLIC COMPOUND SALVAGE"	"GOBP"	"GO:0043094"
15	-0.5649641	-1.318267	0.16129032	0.17742772	1	1780	"tags=40%, list=12%, signal=45%"	"REGULATION OF SPINDLE CHECKPOINT"	"GOBP"	"GO:0090231"
31	-0.56479675	-1.5677747	0.023728814	0.04408546	1	2310	"tags=35%, list=15%, signal=42%"	"NOD1 2 SIGNALING PATHWAY"	"REACTOME"	"R-HSA-168638.1"
17	-0.56465656	-1.3932405	0.0961039	0.12594382	1	1888	"tags=35%, list=12%, signal=40%"	"TNFSF1"	"IOB"	"TNFSF1"
43	-0.5639864	-1.7559093	0.0038910506	0.008305165	0.926	2619	"tags=47%, list=17%, signal=56%"	"PURINE NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009127"
43	-0.5639864	-1.720051	0.0068728523	0.012312851	0.985	2619	"tags=47%, list=17%, signal=56%"	"PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009168"
87	-0.56381136	-1.9403492	0	0.0007057367	0.126	1186	"tags=30%, list=8%, signal=32%"	"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II"	"GOBP"	"GO:0002504"
87	-0.56381136	-1.9108716	0	0.0010762142	0.201	1186	"tags=30%, list=8%, signal=32%"	"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II"	"GOBP"	"GO:0002495"
36	-0.563753	-1.6449292	0.0033783785	0.024528373	1	4293	"tags=56%, list=28%, signal=77%"	"HOST INTERACTIONS WITH INFLUENZA FACTORS"	"REACTOME DATABASE ID RELEASE 60"	"168253"
40	-0.56316596	-1.6682793	0	0.020129573	0.999	2140	"tags=35%, list=14%, signal=41%"	"POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS"	"GOBP"	"GO:0002824"
15	-0.5625705	-1.3773677	0.10123457	0.13684787	1	5222	"tags=60%, list=34%, signal=91%"	"DETOXIFICATION"	"GOBP"	"GO:0098754"
26	-0.5620765	-1.5385817	0.010989011	0.054016136	1	1729	"tags=35%, list=11%, signal=39%"	"MISMATCH REPAIR"	"GOBP"	"GO:0006298"
17	-0.5619097	-1.394756	0.08746356	0.12502566	1	1328	"tags=24%, list=9%, signal=26%"	"CHOLESTEROL EFFLUX"	"GOBP"	"GO:0033344"
23	-0.56176597	-1.4350836	0.06481481	0.10224949	1	2310	"tags=35%, list=15%, signal=41%"	"IKK COMPLEX RECRUITMENT MEDIATED BY RIP1"	"REACTOME DATABASE ID RELEASE 60"	"937041"
