"SIZE"	"ES"	"NES"	"NOM P-VAL"	"FDR Q-VAL"	"FWER P-VAL"	"RANK AT MAX"	"LEADING EDGE"	"TERM"	"SOURCE"	"GOID"
177	0.6537054	1.9501398	0	4.9033955e-05	0.008	2446	"tags=43%, list=16%, signal=51%"	"MUSCLE STRUCTURE DEVELOPMENT"	"GOBP"	"GO:0061061"
134	0.65360385	1.8895831	0	0.00028525962	0.061	1983	"tags=34%, list=13%, signal=38%"	"CELL JUNCTION ORGANIZATION"	"GOBP"	"GO:0034330"
93	0.6535796	1.8262917	0	0.0012270884	0.32	1881	"tags=39%, list=12%, signal=44%"	"REGULATION OF ENDOTHELIAL CELL MIGRATION"	"GOBP"	"GO:0010594"
42	0.6532661	1.6596507	0.004137931	0.015416751	1	2233	"tags=36%, list=15%, signal=42%"	"ACTIN FILAMENT BUNDLE ORGANIZATION"	"GOBP"	"GO:0061572"
42	0.6532661	1.65594	0.0041436465	0.01621044	1	2233	"tags=36%, list=15%, signal=42%"	"ACTIN FILAMENT BUNDLE ASSEMBLY"	"GOBP"	"GO:0051017"
30	0.65317565	1.553643	0.010385756	0.04767284	1	2957	"tags=60%, list=19%, signal=74%"	"POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT"	"GOBP"	"GO:0070169"
57	0.65308356	1.720369	0	0.007299863	0.989	2481	"tags=40%, list=16%, signal=48%"	"REGULATION OF EMBRYONIC DEVELOPMENT"	"GOBP"	"GO:0045995"
103	0.652836	1.8806483	0	0.00038716834	0.088	2204	"tags=31%, list=14%, signal=36%"	"SKIN DEVELOPMENT"	"GOBP"	"GO:0043588"
35	0.6523128	1.5986266	0.009943182	0.031063175	1	2351	"tags=46%, list=15%, signal=54%"	"SIGNALING BY FGFR1"	"REACTOME"	"R-HSA-5654736.4"
35	0.65204275	1.620579	0.004310345	0.02457702	1	2408	"tags=49%, list=16%, signal=58%"	"HEDGEHOG"	"IOB"	"HEDGEHOG"
35	0.65204275	1.6023465	0.008759124	0.030151712	1	2408	"tags=49%, list=16%, signal=58%"	"HEDGEHOG"	"NETPATH"	"HEDGEHOG"
62	0.65174335	1.7278478	0	0.0064906464	0.972	2012	"tags=37%, list=13%, signal=43%"	"REGULATION OF LIPASE ACTIVITY"	"GOBP"	"GO:0060191"
158	0.651621	1.933703	0	8.144649e-05	0.015	1863	"tags=33%, list=12%, signal=37%"	"SINGLE ORGANISM CELL ADHESION"	"GOBP"	"GO:0098602"
63	0.6506759	1.7432289	0.0013157895	0.0053537986	0.937	1872	"tags=37%, list=12%, signal=41%"	"STRIATED MUSCLE CELL DIFFERENTIATION"	"GOBP"	"GO:0051146"
54	0.650512	1.7090213	0.002631579	0.008425767	0.994	2328	"tags=39%, list=15%, signal=46%"	"CANONICAL WNT SIGNALING PATHWAY"	"GOBP"	"GO:0060070"
35	0.65043336	1.6138277	0.00736377	0.026627533	1	2438	"tags=37%, list=16%, signal=44%"	"BIOCARTA_PAR1_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_PAR1_PATHWAY"
46	0.6499818	1.6758496	0.0013888889	0.012975781	1	1359	"tags=28%, list=9%, signal=31%"	"STRIATED MUSCLE CELL DEVELOPMENT"	"GOBP"	"GO:0055002"
144	0.6498789	1.8917129	0	0.00028146335	0.06	1546	"tags=35%, list=10%, signal=38%"	"REGULATION OF ANGIOGENESIS"	"GOBP"	"GO:0045765"
21	0.64986646	1.4505234	0.057416268	0.103531286	1	1687	"tags=29%, list=11%, signal=32%"	"NICOTINE PHARMACODYNAMICS PATHWAY"	"PANTHER PATHWAY"	"P06587"
138	0.6497592	1.9280199	0	8.450702e-05	0.016	2643	"tags=39%, list=17%, signal=47%"	"MUSCLE CONTRACTION"	"GOBP"	"GO:0006936"
21	0.64972985	1.439735	0.06612903	0.11115356	1	1712	"tags=24%, list=11%, signal=27%"	"POSITIVE REGULATION OF PROTEIN DEPHOSPHORYLATION"	"GOBP"	"GO:0035307"
163	0.6494985	1.9402393	0	5.8299713e-05	0.01	1546	"tags=36%, list=10%, signal=39%"	"REGULATION OF VASCULATURE DEVELOPMENT"	"GOBP"	"GO:1901342"
23	0.6494722	1.4856961	0.03686636	0.08180578	1	45	"tags=9%, list=0%, signal=9%"	"ENDOGENOUS TLR SIGNALING"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"ENDOGENOUS TLR SIGNALING"
156	0.6492071	1.9231977	0	9.838623e-05	0.019	2418	"tags=47%, list=16%, signal=56%"	"REGULATION OF EPITHELIAL CELL PROLIFERATION"	"GOBP"	"GO:0050678"
142	0.6488987	1.9149985	0	0.0001496179	0.029	1901	"tags=32%, list=12%, signal=36%"	"NEGATIVE REGULATION OF CELL MIGRATION"	"GOBP"	"GO:0030336"
18	0.64881593	1.4204406	0.06410257	0.12503713	1	1512	"tags=33%, list=10%, signal=37%"	"REGULATION OF VASCULAR PERMEABILITY"	"GOBP"	"GO:0043114"
55	0.6487799	1.7123849	0	0.008043166	0.993	1777	"tags=27%, list=12%, signal=31%"	"GONAD DEVELOPMENT"	"GOBP"	"GO:0008406"
56	0.6485372	1.7163755	0.0012870013	0.0076387078	0.993	1777	"tags=27%, list=12%, signal=30%"	"DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS"	"GOBP"	"GO:0045137"
20	0.6483403	1.4450375	0.053125	0.10713741	1	1327	"tags=30%, list=9%, signal=33%"	"NEGATIVE REGULATION OF LEUKOCYTE MIGRATION"	"GOBP"	"GO:0002686"
41	0.6483017	1.6222676	0.008498584	0.024089089	1	1883	"tags=49%, list=12%, signal=56%"	"POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING"	"GOBP"	"GO:0014068"
43	0.6480354	1.6554534	0.0013908206	0.016298825	1	2958	"tags=56%, list=19%, signal=69%"	"FGF SIGNALING PATHWAY"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"FGF SIGNALING PATHWAY"
25	0.64800847	1.4931673	0.033794165	0.07722993	1	2438	"tags=44%, list=16%, signal=52%"	"BIOCARTA_EDG1_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_EDG1_PATHWAY"
23	0.6479669	1.4807962	0.03945372	0.084869616	1	2643	"tags=43%, list=17%, signal=53%"	"TRANSMISSION OF NERVE IMPULSE"	"GOBP"	"GO:0019226"
18	0.6476244	1.4341158	0.063725494	0.11513251	1	2828	"tags=44%, list=19%, signal=55%"	"REGULATION OF CARDIAC MUSCLE TISSUE GROWTH"	"GOBP"	"GO:0055021"
32	0.64753616	1.5620302	0.027065527	0.044034693	1	3244	"tags=53%, list=21%, signal=67%"	"PLC-GAMMA1 SIGNALLING"	"REACTOME"	"R-HSA-167021.1"
30	0.6470119	1.539288	0.025487257	0.05378467	1	1994	"tags=27%, list=13%, signal=31%"	"REGULATION OF ACTIN FILAMENT-BASED MOVEMENT"	"GOBP"	"GO:1903115"
20	0.64691067	1.4366256	0.060064934	0.11344039	1	2805	"tags=50%, list=18%, signal=61%"	"REGULATION OF CARDIAC MUSCLE HYPERTROPHY"	"GOBP"	"GO:0010611"
20	0.64691067	1.4296302	0.065449014	0.117702	1	2805	"tags=50%, list=18%, signal=61%"	"REGULATION OF MUSCLE HYPERTROPHY"	"GOBP"	"GO:0014743"
67	0.64662653	1.7457564	0.0026041667	0.0051582535	0.926	2378	"tags=36%, list=16%, signal=42%"	"REGULATION OF CELL SIZE"	"GOBP"	"GO:0008361"
53	0.6465184	1.683682	0	0.011822328	0.999	2025	"tags=34%, list=13%, signal=39%"	"PID_TGFBR_PATHWAY"	"MSIGDB_C2"	"PID_TGFBR_PATHWAY"
19	0.64642	1.4273018	0.0659164	0.11970296	1	978	"tags=42%, list=6%, signal=45%"	"OTHER SEMAPHORIN INTERACTIONS"	"REACTOME DATABASE ID RELEASE 60"	"416700"
55	0.6463335	1.6875534	0.0013679891	0.01126107	0.999	2371	"tags=33%, list=16%, signal=39%"	"REGULATION OF HEART RATE"	"GOBP"	"GO:0002027"
33	0.6463169	1.5501076	0.0149700595	0.04918683	1	2897	"tags=52%, list=19%, signal=63%"	"CELLULAR RESPONSE TO RETINOIC ACID"	"GOBP"	"GO:0071300"
22	0.64621603	1.4771879	0.046969697	0.08702922	1	1906	"tags=55%, list=13%, signal=62%"	"MESODERM FORMATION"	"GOBP"	"GO:0001707"
28	0.64602274	1.5284482	0.03264095	0.05857325	1	2858	"tags=39%, list=19%, signal=48%"	"POSITIVE REGULATION OF FAT CELL DIFFERENTIATION"	"GOBP"	"GO:0045600"
23	0.6459191	1.4732202	0.054602183	0.089376226	1	2733	"tags=35%, list=18%, signal=42%"	"CELLULAR RESPONSE TO CAMP"	"GOBP"	"GO:0071320"
28	0.64580053	1.5706313	0.015536723	0.04079084	1	2418	"tags=36%, list=16%, signal=42%"	"BIOCARTA_MYOSIN_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_MYOSIN_PATHWAY"
26	0.64574045	1.5261674	0.01925926	0.059452266	1	1301	"tags=23%, list=9%, signal=25%"	"PLATELET AGGREGATION (PLUG FORMATION)"	"REACTOME DATABASE ID RELEASE 60"	"76009"
80	0.64561015	1.7789462	0	0.0029840544	0.716	2573	"tags=45%, list=17%, signal=54%"	"WNT_SIGNALING"	"MSIGDB_C2"	"WNT_SIGNALING"
50	0.6455102	1.6827205	0.0040983604	0.011907102	0.999	2333	"tags=38%, list=15%, signal=45%"	"PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0007200"
21	0.64547	1.4724057	0.041733548	0.08970022	1	1062	"tags=19%, list=7%, signal=20%"	"RESPONSE TO MONOAMINE"	"GOBP"	"GO:0071867"
21	0.64547	1.4662052	0.06497623	0.09383437	1	1062	"tags=19%, list=7%, signal=20%"	"CELLULAR RESPONSE TO MONOAMINE STIMULUS"	"GOBP"	"GO:0071868"
21	0.64547	1.438526	0.06200318	0.11195155	1	1062	"tags=19%, list=7%, signal=20%"	"CELLULAR RESPONSE TO CATECHOLAMINE STIMULUS"	"GOBP"	"GO:0071870"
21	0.64547	1.4318743	0.0556391	0.116385564	1	1062	"tags=19%, list=7%, signal=20%"	"RESPONSE TO CATECHOLAMINE"	"GOBP"	"GO:0071869"
50	0.6451907	1.6831657	0.0013869626	0.011833691	0.999	1235	"tags=24%, list=8%, signal=26%"	"NEGATIVE REGULATION OF ION TRANSMEMBRANE TRANSPORT"	"GOBP"	"GO:0034766"
150	0.64515054	1.9003747	0	0.00020231475	0.042	1901	"tags=32%, list=12%, signal=36%"	"NEGATIVE REGULATION OF CELL MOTILITY"	"GOBP"	"GO:2000146"
90	0.645052	1.8271399	0	0.001185172	0.312	2319	"tags=44%, list=15%, signal=52%"	"STRIATED MUSCLE TISSUE DEVELOPMENT"	"GOBP"	"GO:0014706"
132	0.64450186	1.8940821	0	0.0002590318	0.054	1883	"tags=38%, list=12%, signal=43%"	"EMBRYONIC ORGAN DEVELOPMENT"	"GOBP"	"GO:0048568"
49	0.6444075	1.6532139	0.002770083	0.01673028	1	2025	"tags=33%, list=13%, signal=38%"	"TGF-BETA RECEPTOR SIGNALING"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"TGF-BETA RECEPTOR SIGNALING"
156	0.64436626	1.8999075	0	0.00021477319	0.045	1901	"tags=32%, list=12%, signal=36%"	"NEGATIVE REGULATION OF CELLULAR COMPONENT MOVEMENT"	"GOBP"	"GO:0051271"
156	0.64401954	1.9105903	0	0.00014996564	0.03	2877	"tags=42%, list=19%, signal=51%"	"MUSCLE CONTRACTION"	"REACTOME DATABASE ID RELEASE 60"	"397014"
100	0.6439267	1.8348463	0	0.001010786	0.265	2378	"tags=37%, list=16%, signal=44%"	"REGULATION OF DEVELOPMENTAL GROWTH"	"GOBP"	"GO:0048638"
30	0.64392173	1.5598487	0.023154847	0.045055106	1	2439	"tags=37%, list=16%, signal=44%"	"NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS"	"GOBP"	"GO:0045980"
17	0.6438509	1.3604726	0.093397744	0.17680782	1	1120	"tags=24%, list=7%, signal=25%"	"FAT-SOLUBLE VITAMIN METABOLIC PROCESS"	"GOBP"	"GO:0006775"
52	0.6436046	1.6713941	0.0026281208	0.01361101	1	2159	"tags=37%, list=14%, signal=42%"	"HEART CONTRACTION"	"GOBP"	"GO:0060047"
193	0.6435242	1.9534692	0	4.3254346e-05	0.007	2946	"tags=49%, list=19%, signal=60%"	"AXON DEVELOPMENT"	"GOBP"	"GO:0061564"
23	0.64347905	1.4690323	0.050314464	0.09214848	1	2571	"tags=65%, list=17%, signal=78%"	"MESODERM MORPHOGENESIS"	"GOBP"	"GO:0048332"
26	0.6430195	1.4996195	0.0346908	0.0738036	1	2805	"tags=46%, list=18%, signal=56%"	"REGULATION OF MUSCLE ADAPTATION"	"GOBP"	"GO:0043502"
41	0.64223695	1.6132392	0.013888889	0.02682142	1	807	"tags=20%, list=5%, signal=21%"	"REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION"	"GOBP"	"GO:0035023"
22	0.6420693	1.4469845	0.0656	0.10613682	1	1605	"tags=32%, list=11%, signal=36%"	"RHO GTPASES ACTIVATE PAKS"	"REACTOME"	"R-HSA-5627123.1"
23	0.6411725	1.4612331	0.033707865	0.09658098	1	1840	"tags=30%, list=12%, signal=35%"	"REGULATION OF EPIDERMAL CELL DIFFERENTIATION"	"GOBP"	"GO:0045604"
31	0.64084166	1.5319104	0.012030075	0.056892846	1	1605	"tags=26%, list=11%, signal=29%"	"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES"	"MSIGDB_C2"	"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES"
65	0.640714	1.7364347	0	0.0058096424	0.958	1570	"tags=28%, list=10%, signal=31%"	"EPITHELIAL CELL DEVELOPMENT"	"GOBP"	"GO:0002064"
24	0.6405007	1.4511299	0.050769232	0.103306904	1	1896	"tags=33%, list=12%, signal=38%"	"PEPTIDE HORMONE PROCESSING"	"GOBP"	"GO:0016486"
68	0.64047515	1.7265775	0	0.0066558216	0.975	2371	"tags=35%, list=16%, signal=42%"	"ACTION POTENTIAL"	"GOBP"	"GO:0001508"
28	0.6401861	1.5169295	0.029895367	0.06432158	1	3244	"tags=57%, list=21%, signal=72%"	"RESPONSE TO GLUCAGON"	"GOBP"	"GO:0033762"
26	0.6398663	1.5116118	0.03748126	0.066863075	1	3244	"tags=58%, list=21%, signal=73%"	"CELLULAR RESPONSE TO GLUCAGON STIMULUS"	"GOBP"	"GO:0071377"
25	0.6397569	1.4855906	0.033182506	0.08179283	1	1492	"tags=24%, list=10%, signal=27%"	"HEXOSE TRANSPORT"	"GOBP"	"GO:0008645"
25	0.6397569	1.4662194	0.04427481	0.09392096	1	1492	"tags=24%, list=10%, signal=27%"	"GLUCOSE TRANSPORT"	"GOBP"	"GO:0015758"
24	0.63890517	1.4594331	0.03961965	0.097842366	1	45	"tags=8%, list=0%, signal=8%"	"PID_TOLL_ENDOGENOUS_PATHWAY"	"MSIGDB_C2"	"PID_TOLL_ENDOGENOUS_PATHWAY"
30	0.63863707	1.5485386	0.007788162	0.049854342	1	2321	"tags=43%, list=15%, signal=51%"	"EPHA-MEDIATED GROWTH CONE COLLAPSE"	"REACTOME"	"R-HSA-3928663.2"
125	0.6386261	1.8871197	0	0.00031038374	0.068	2131	"tags=33%, list=14%, signal=38%"	"POSITIVE REGULATION OF NEURON DIFFERENTIATION"	"GOBP"	"GO:0045666"
115	0.6385146	1.8350672	0	0.0010059363	0.261	1783	"tags=30%, list=12%, signal=34%"	"CELL-CELL JUNCTION ORGANIZATION"	"GOBP"	"GO:0045216"
21	0.6383085	1.4135697	0.08095238	0.1296867	1	2408	"tags=24%, list=16%, signal=28%"	"RUNX3 REGULATES YAP1-MEDIATED TRANSCRIPTION"	"REACTOME"	"R-HSA-8951671.1"
16	0.63821465	1.3222698	0.11480865	0.21371938	1	45	"tags=6%, list=0%, signal=6%"	"GLYCOLYSIS I"	"HUMANCYC"	"GLYCOLYSIS"
30	0.6381618	1.5461468	0.02074074	0.050921068	1	2321	"tags=50%, list=15%, signal=59%"	"POSITIVE REGULATION OF PHOSPHOLIPID METABOLIC PROCESS"	"GOBP"	"GO:1903727"
78	0.63801754	1.7697427	0	0.0035346185	0.788	2190	"tags=37%, list=14%, signal=43%"	"ST_INTEGRIN_SIGNALING_PATHWAY"	"MSIGDB_C2"	"ST_INTEGRIN_SIGNALING_PATHWAY"
43	0.6378703	1.5831658	0.007989348	0.035942886	1	1613	"tags=33%, list=11%, signal=36%"	"POSITIVE REGULATION OF LIPASE ACTIVITY"	"GOBP"	"GO:0060193"
72	0.63778096	1.7407566	0	0.0054986565	0.942	2930	"tags=39%, list=19%, signal=48%"	"CARDIAC CONDUCTION"	"GOBP"	"GO:0061337"
22	0.6377481	1.4339465	0.04754601	0.11519792	1	1301	"tags=23%, list=9%, signal=25%"	"INTEGRIN ALPHAIIB BETA3 SIGNALING"	"REACTOME"	"R-HSA-354192.1"
31	0.6377	1.5484269	0.015988372	0.04985444	1	3244	"tags=52%, list=21%, signal=65%"	"DAG AND IP3 SIGNALING"	"REACTOME DATABASE ID RELEASE 60"	"1489509"
20	0.63752985	1.415342	0.06754772	0.12857136	1	412	"tags=15%, list=3%, signal=15%"	"RESPONSE TO CORTICOSTEROID"	"GOBP"	"GO:0031960"
95	0.6373863	1.8030118	0	0.0018871885	0.51	1906	"tags=34%, list=13%, signal=38%"	"CELL JUNCTION ASSEMBLY"	"GOBP"	"GO:0034329"
38	0.63730794	1.602209	0.001472754	0.030150155	1	1758	"tags=34%, list=12%, signal=39%"	"REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY"	"GOBP"	"GO:0050803"
134	0.6372709	1.8799484	0	0.00038735484	0.089	1858	"tags=36%, list=12%, signal=40%"	"CHORDATE EMBRYONIC DEVELOPMENT"	"GOBP"	"GO:0043009"
32	0.6372111	1.5367526	0.02189781	0.055047825	1	3244	"tags=50%, list=21%, signal=63%"	"EGFR INTERACTS WITH PHOSPHOLIPASE C-GAMMA"	"REACTOME"	"R-HSA-212718.1"
135	0.6371601	1.8469114	0	0.0008136471	0.206	1858	"tags=36%, list=12%, signal=40%"	"EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING"	"GOBP"	"GO:0009792"
22	0.6371542	1.4652092	0.047987618	0.09435241	1	3303	"tags=45%, list=22%, signal=58%"	"RESPONSE TO EPIDERMAL GROWTH FACTOR"	"GOBP"	"GO:0070849"
45	0.6370582	1.653685	0.0028011205	0.016628768	1	2512	"tags=44%, list=17%, signal=53%"	"NOTCH SIGNALING PATHWAY"	"GOBP"	"GO:0007219"
18	0.63698435	1.422891	0.094462544	0.12288175	1	2797	"tags=44%, list=18%, signal=54%"	"RETINA MORPHOGENESIS IN CAMERA-TYPE EYE"	"GOBP"	"GO:0060042"
53	0.6369488	1.6920971	0	0.010652266	0.999	1557	"tags=36%, list=10%, signal=40%"	"REGULATION OF BLOOD COAGULATION"	"GOBP"	"GO:0030193"
53	0.6369488	1.6745214	0	0.013129814	1	1557	"tags=36%, list=10%, signal=40%"	"REGULATION OF HEMOSTASIS"	"GOBP"	"GO:1900046"
32	0.63676196	1.5564027	0.018786127	0.046489514	1	2133	"tags=31%, list=14%, signal=36%"	"MALE GONAD DEVELOPMENT"	"GOBP"	"GO:0008584"
32	0.63676196	1.532669	0.02186589	0.056667842	1	2133	"tags=31%, list=14%, signal=36%"	"DEVELOPMENT OF PRIMARY MALE SEXUAL CHARACTERISTICS"	"GOBP"	"GO:0046546"
91	0.6366871	1.8060523	0	0.0017988865	0.483	2709	"tags=51%, list=18%, signal=61%"	"CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES"	"GOBP"	"GO:0098742"
132	0.63659304	1.8377763	0	0.00096337055	0.249	2378	"tags=39%, list=16%, signal=46%"	"REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION"	"GOBP"	"GO:0010769"
16	0.6363252	1.3485096	0.12605043	0.18832612	1	1789	"tags=31%, list=12%, signal=35%"	"SA_TRKA_RECEPTOR"	"MSIGDB_C2"	"SA_TRKA_RECEPTOR"
15	0.6362952	1.3420455	0.11666667	0.19368345	1	784	"tags=13%, list=5%, signal=14%"	"RAS ACTIVATION UOPN CA2+ INFUX THROUGH NMDA RECEPTOR"	"REACTOME DATABASE ID RELEASE 60"	"442982"
182	0.6362373	1.9162045	0	0.00014555939	0.028	2946	"tags=48%, list=19%, signal=59%"	"AXONOGENESIS"	"GOBP"	"GO:0007409"
25	0.6362355	1.4994987	0.032863848	0.07381161	1	983	"tags=20%, list=6%, signal=21%"	"REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE"	"GOBP"	"GO:1902229"
58	0.6361509	1.6869562	0	0.011299123	0.999	2159	"tags=41%, list=14%, signal=48%"	"HEART PROCESS"	"GOBP"	"GO:0003015"
24	0.63548964	1.4573016	0.0605613	0.09913863	1	2738	"tags=58%, list=18%, signal=71%"	"ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION"	"REACTOME"	"R-HSA-400042.1"
74	0.6354025	1.7444166	0	0.00527178	0.93	2374	"tags=42%, list=16%, signal=49%"	"TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0007179"
35	0.6353102	1.5600559	0.014326648	0.044993084	1	1758	"tags=34%, list=12%, signal=39%"	"REGULATION OF SYNAPSE ORGANIZATION"	"GOBP"	"GO:0050807"
20	0.6352558	1.441107	0.057692308	0.110263675	1	2204	"tags=35%, list=14%, signal=41%"	"HAIR CYCLE"	"GOBP"	"GO:0042633"
20	0.6352558	1.3917313	0.08006279	0.14746755	1	2204	"tags=35%, list=14%, signal=41%"	"MOLTING CYCLE"	"GOBP"	"GO:0042303"
27	0.6351241	1.5004733	0.02764977	0.07350504	1	2166	"tags=33%, list=14%, signal=39%"	"NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION"	"GOBP"	"GO:0046580"
19	0.63507724	1.4190445	0.08053691	0.1263766	1	1565	"tags=32%, list=10%, signal=35%"	"POSITIVE REGULATION OF FILOPODIUM ASSEMBLY"	"GOBP"	"GO:0051491"
25	0.63460565	1.4709291	0.027522936	0.090856306	1	1010	"tags=16%, list=7%, signal=17%"	"NEGATIVE REGULATION OF PROTEIN PROCESSING"	"GOBP"	"GO:0010955"
25	0.63460565	1.4651338	0.055910543	0.094319515	1	1010	"tags=16%, list=7%, signal=17%"	"NEGATIVE REGULATION OF PROTEIN MATURATION"	"GOBP"	"GO:1903318"
19	0.63460076	1.3667704	0.08130081	0.17037556	1	213	"tags=11%, list=1%, signal=11%"	"NEGATIVE REGULATION OF MACROAUTOPHAGY"	"GOBP"	"GO:0016242"
16	0.6345993	1.3479431	0.10333864	0.18863294	1	1269	"tags=38%, list=8%, signal=41%"	"RHO GTPASES ACTIVATE CIT"	"REACTOME"	"R-HSA-5625900.1"
21	0.63451946	1.4245431	0.0821485	0.121553674	1	983	"tags=19%, list=6%, signal=20%"	"NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE"	"GOBP"	"GO:1902230"
20	0.6344066	1.415277	0.06890757	0.12839611	1	2934	"tags=40%, list=19%, signal=49%"	"E-CADHERIN SIGNALING IN KERATINOCYTES"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"E-CADHERIN SIGNALING IN KERATINOCYTES"
20	0.6344066	1.4153304	0.06785137	0.12846215	1	2934	"tags=40%, list=19%, signal=49%"	"PID_ECADHERIN_KERATINOCYTE_PATHWAY"	"MSIGDB_C2"	"PID_ECADHERIN_KERATINOCYTE_PATHWAY"
38	0.63434315	1.5922639	0.015320335	0.03286327	1	1388	"tags=24%, list=9%, signal=26%"	"POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS"	"GOBP"	"GO:0048260"
22	0.63395023	1.4433511	0.06472492	0.10853056	1	2915	"tags=45%, list=19%, signal=56%"	"REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION"	"GOBP"	"GO:2000177"
16	0.6336082	1.3322526	0.1310116	0.20403776	1	3038	"tags=63%, list=20%, signal=78%"	"CAMP-MEDIATED SIGNALING"	"GOBP"	"GO:0019933"
24	0.6330605	1.4567785	0.042813454	0.09942134	1	2637	"tags=54%, list=17%, signal=65%"	"REGULATION OF VASOCONSTRICTION"	"GOBP"	"GO:0019229"
81	0.63296103	1.7578546	0	0.0042418623	0.851	3555	"tags=48%, list=23%, signal=62%"	"SINGLE-ORGANISM BEHAVIOR"	"GOBP"	"GO:0044708"
27	0.6329094	1.4863498	0.03816794	0.08149061	1	3382	"tags=59%, list=22%, signal=76%"	"GLUCAGON SIGNALING IN METABOLIC REGULATION"	"REACTOME DATABASE ID RELEASE 60"	"163359"
29	0.6326088	1.508943	0.020989506	0.06828921	1	2439	"tags=34%, list=16%, signal=41%"	"NEGATIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS"	"GOBP"	"GO:1900543"
25	0.6323983	1.4459727	0.041666668	0.10679428	1	3658	"tags=44%, list=24%, signal=58%"	"ADULT BEHAVIOR"	"GOBP"	"GO:0030534"
21	0.6321998	1.39655	0.07293355	0.14338283	1	2831	"tags=43%, list=19%, signal=53%"	"STRIATED MUSCLE CONTRACTION"	"REACTOME"	"R-HSA-390522.1"
79	0.63203317	1.7498183	0	0.00485755	0.906	2072	"tags=38%, list=14%, signal=44%"	"REGULATION OF STAT CASCADE"	"GOBP"	"GO:1904892"
79	0.63203317	1.7372358	0	0.0057739317	0.957	2072	"tags=38%, list=14%, signal=44%"	"REGULATION OF JAK-STAT CASCADE"	"GOBP"	"GO:0046425"
35	0.6316849	1.567515	0.015060241	0.04185082	1	1277	"tags=26%, list=8%, signal=28%"	"CELLULAR COMPONENT ASSEMBLY INVOLVED IN MORPHOGENESIS"	"GOBP"	"GO:0010927"
73	0.63134056	1.7171041	0.0012642225	0.007575242	0.992	2563	"tags=41%, list=17%, signal=49%"	"CELLULAR RESPONSE TO ACID CHEMICAL"	"GOBP"	"GO:0071229"
99	0.6312257	1.8011612	0	0.0019753892	0.525	2490	"tags=44%, list=16%, signal=53%"	"CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS"	"GOBP"	"GO:0071560"
51	0.63114977	1.6518575	0.0026455026	0.017014122	1	3145	"tags=43%, list=21%, signal=54%"	"SODIUM ION TRANSPORT"	"GOBP"	"GO:0006814"
54	0.63102263	1.6607386	0.0038860103	0.015234506	1	1886	"tags=33%, list=12%, signal=38%"	"PID_NOTCH_PATHWAY"	"MSIGDB_C2"	"PID_NOTCH_PATHWAY"
26	0.63079524	1.4883031	0.03974563	0.08021045	1	621	"tags=19%, list=4%, signal=20%"	"MYOFIBRIL ASSEMBLY"	"GOBP"	"GO:0030239"
101	0.63078123	1.7857734	0	0.0025988675	0.656	2490	"tags=45%, list=16%, signal=53%"	"RESPONSE TO TRANSFORMING GROWTH FACTOR BETA"	"GOBP"	"GO:0071559"
54	0.6307485	1.6407768	0.00390625	0.01942311	1	1557	"tags=35%, list=10%, signal=39%"	"REGULATION OF COAGULATION"	"GOBP"	"GO:0050818"
54	0.63025063	1.6510831	0.0013315579	0.017179718	1	2991	"tags=48%, list=20%, signal=60%"	"NOTCH SIGNALING PATHWAY"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"NOTCH SIGNALING PATHWAY"
